Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
Dragon Ball Z: Fusion Reborn,PG,03/04/1995,"['Animation,', 'Action,', 'Fantasy,', 'Science Fiction']",悟空とベジータ,Released,"$23,500,000.00",
BTS: Yet To Come in Cinemas,PG,02/01/2023,"['Documentary,', 'Music']",투,인,"$9,100,000.00",103.0
The Unbearable Weight of Massive Talent,NC16 (edited),04/21/2022,"['Action,', 'Comedy,', 'Crime']",English,"$30,000,000.00","$29,116,320.00",107.0
Black Water: Abyss,NR,08/07/2020,"['Horror,', 'Action,', 'Adventure']",English,-,"$1,117,982.00",98.0
From Straight A's to XXX,PG-13,02/11/2017,"['Drama,', 'TV Movie']",English,-,-,87.0
Serial (Bad) Weddings 3,U,04/06/2022,['Comedy'],a,fait,-,97.0
It,R,09/07/2017,"['Horror,', 'Fantasy']",English,"$35,000,000.00","$701,842,551.00",135.0
The Hunger Games: Catching Fire,PG-13,11/21/2013,"['Adventure,', 'Action,', 'Science Fiction']",English,"$130,000,000.00","$865,011,746.00",146.0
Call Me by Your Name,R,01/25/2018,"['Romance,', 'Drama']",English,"$4,000,000.00","$41,063,475.00",132.0
Troy,15,05/14/2004,"['Adventure,', 'History,', 'War,', 'Action']",English,"$175,000,000.00","$497,409,852.00",163.0
The Incredibles,PG,11/18/2004,"['Action,', 'Adventure,', 'Animation,', 'Family']",English,"$92,000,000.00","$631,442,092.00",115.0
Hellhole,R21,10/26/2022,['Horror'],Status,Original,-,90.0
The Hunger Games: Mockingjay - Part 2,PG-13,11/19/2015,"['Action,', 'Adventure,', 'Science Fiction']",English,"$160,000,000.00","$653,428,261.00",137.0
Heatwave,R,01/17/2022,['Thriller'],English,-,-,100.0
Devil's Workshop,R,09/30/2022,['Horror'],English,-,-,86.0
The Godfather Part II,R,12/20/1974,"['Drama,', 'Crime']",English,"$13,000,000.00","$102,600,000.00",202.0
Cocaine Bear,M18,02/23/2023,"['Comedy,', 'Crime,', 'Thriller']",English,-,-,95.0
The Wonder,NC16,11/16/2022,"['Drama,', 'Mystery']",English,-,-,108.0
Star Wars: The Force Awakens,PG-13,12/17/2015,"['Adventure,', 'Action,', 'Science Fiction,', 'Fantasy']",English,"$245,000,000.00","$2,068,223,624.00",136.0
Clean,12,01/28/2022,['Crime'],English,-,-,93.0
Pokemon the Movie: Mewtwo Strikes Back - Evolution,PG,02/27/2020,"['Animation,', 'Adventure,', 'Fantasy,', 'Action,', 'Family']",Status,Original,"$26,654,184.00",98.0
WALL·E,G,08/28/2008,"['Animation,', 'Family,', 'Science Fiction']",English,"$180,000,000.00","$521,311,860.00",98.0
Descendants,G,07/31/2015,"['Family,', 'Music,', 'Adventure,', 'Comedy,', 'Fantasy,', 'TV Movie']",English,-,-,112.0
"Love, Rosie",R,02/06/2015,"['Comedy,', 'Romance']",English,-,"$4,439,431.00",102.0
Young Sister-In-Law 2,19+,02/08/2017,['Romance'],2,Released,-,94.0
Aladdin,PG,05/23/2019,"['Adventure,', 'Fantasy,', 'Romance,', 'Family']",English,"$183,000,000.00","$1,047,612,394.00",127.0
Perfect Addiction,12,02/16/2023,"['Romance,', 'Drama']",Language,Budget,-,98.0
Saving Private Ryan,M18,09/17/1998,"['Drama,', 'History,', 'War']",English,"$70,000,000.00","$481,840,909.00",169.0
Code Name: Emperor,R21,08/08/2022,"['Drama,', 'Thriller']",Status,Original,-,105.0
Knock Knock,R,09/23/2015,"['Drama,', 'Thriller,', 'Horror']",English,"$2,500,000.00","$6,341,684.00",99.0
Chicken Run,U,06/30/2000,"['Animation,', 'Comedy,', 'Family']",English,"$45,000,000.00","$224,834,564.00",84.0
Army of the Dead,R21,05/21/2021,"['Action,', 'Crime,', 'Horror,', 'Thriller']",English,-,"$780,000.00",148.0
Jupiter Ascending,PG-13,02/25/2015,"['Science Fiction,', 'Fantasy,', 'Action']",English,"$176,000,003.00","$183,987,723.00",127.0
Sex Tape,R21,08/06/2014,['Comedy'],English,"$40,000,000.00","$126,069,509.00",97.0
Wrong Turn 4: Bloody Beginnings,R,10/17/2011,"['Horror,', 'Thriller']",English,"$3,000,000.00",-,93.0
Cinderella II: Dreams Come True,G,02/23/2002,"['Family,', 'Animation,', 'Romance,', 'Fantasy']",English,"$5,000,000.00",-,74.0
The Burning Sea,12,10/29/2021,"['Action,', 'Drama,', 'Thriller']",Released,Language,"$2,836,382.00",104.0
Purpose of Reunion 3,19+,02/20/2018,"['Drama,', 'Romance']",3,Released,-,80.0
Mobile Suit Gundam Hathaway,PG-13,06/11/2021,"['Animation,', 'Action,', 'Drama,', 'Science Fiction']",Status,Original,-,96.0
Below Her Mouth,16,02/10/2017,"['Drama,', 'Romance']",English,-,"$33,673.00",92.0
The Cellar,15,03/25/2022,"['Horror,', 'Mystery']",English,-,-,94.0
Alien,PG,10/31/1979,"['Horror,', 'Science Fiction']",English,"$11,000,000.00","$104,931,801.00",117.0
Shut In,R,02/10/2022,"['Thriller,', 'Horror,', 'Drama']",English,-,"$304,106.00",90.0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,01/12/1996,['Comedy'],English,"$3,800,000.00","$20,109,115.00",89.0
King,U,02/16/2022,"['Adventure,', 'Comedy,', 'Family']",French,-,"$2,551,835.00",105.0
Ponyo,G,07/19/2008,"['Animation,', 'Fantasy,', 'Family']",Released,Language,"$202,404,009.00",100.0
Naked Rashomon,,07/04/1973,"['Drama,', 'Romance']",Status,Original,-,72.0
After Porn Ends 3,16,10/30/2018,['Documentary'],English,"$500,000.00",-,86.0
Woman with Pierced Nipples,,04/15/1983,['Drama'],Released,Language,-,69.0
X-Men: Apocalypse,PG-13,05/19/2016,"['Action,', 'Adventure,', 'Science Fiction,', 'Fantasy']",English,"$178,000,000.00","$543,934,787.00",144.0
42,PG-13,04/12/2013,['Drama'],English,"$40,000,000.00","$95,020,213.00",128.0
Nightmare Alley,M18,01/13/2022,"['Crime,', 'Drama,', 'Thriller']",English,"$60,000,000.00","$39,629,195.00",150.0
The Hangover Part III,R,05/23/2013,['Comedy'],English,"$103,000,000.00","$362,000,072.00",100.0
Cuando Sea Joven,PG,09/14/2022,"['Comedy,', 'Fantasy']",Spanish;,Budget,-,115.0
Law Abiding Citizen,R,10/15/2009,"['Drama,', 'Crime,', 'Thriller']",English,"$53,000,000.00","$127,944,208.00",109.0
No Limit,R21,09/09/2022,['Drama'],Status,Original,-,119.0
Mission: Impossible - Fallout,U,08/31/2018,"['Action,', 'Adventure']",English,"$178,000,000.00","$791,657,398.00",147.0
Para entrar a vivir,,08/16/2022,"['Comedy,', 'Horror']",Spanish;,Budget,-,
"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",PG-13,08/30/2014,"['Action,', 'Animation,', 'Adventure,', 'Comedy,', 'Fantasy']",“3D2Y”,ルフィ仲間との誓い,-,105.0
Mr. Harrigan's Phone,NC16,10/05/2022,"['Drama,', 'Thriller,', 'Horror']",English,-,-,105.0
Garfield,PG,10/19/2004,"['Animation,', 'Comedy,', 'Family']",English,"$50,000,000.00","$200,804,534.00",80.0
Star Wars: The Last Jedi,PG-13,12/15/2017,"['Adventure,', 'Action,', 'Science Fiction']",English,"$200,000,000.00","$1,332,698,830.00",152.0
Baywatch,R,05/26/2017,"['Comedy,', 'Action,', 'Crime']",English,"$69,000,000.00","$177,856,751.00",116.0
"The Good, the Bad and the Ugly",PG,08/04/2009,['Western'],il,il,"$25,253,887.00",161.0
American Pie Presents: The Book of Love,R,12/04/2009,['Comedy'],English,"$7,000,000.00","$5,021,219.00",93.0
Gold,R,01/13/2022,"['Horror,', 'Drama']",English,"$6,500,000.00","$176,048.00",97.0
Shark Tale,PG,11/04/2004,"['Animation,', 'Action,', 'Comedy,', 'Family']",English,"$75,000,000.00","$367,275,019.00",90.0
Terminator Salvation,12A,06/03/2009,"['Action,', 'Science Fiction,', 'Thriller']",English,"$200,000,000.00","$371,353,001.00",117.0
One Piece: Adventure of Nebulandia,PG-13,12/19/2015,"['Action,', 'Animation,', 'Adventure,', 'Comedy,', 'Fantasy']",〜アドベンチャー,ネブランディア〜,-,106.0
Constantine,R,02/08/2005,"['Fantasy,', 'Action,', 'Horror']",English,"$100,000,000.00","$230,884,728.00",121.0
The SpongeBob SquarePants Movie,PG,03/17/2005,"['Family,', 'Animation,', 'Comedy,', 'Fantasy,', 'Adventure,', 'Action']",English,"$30,000,000.00","$140,161,792.00",87.0
The Hobbit: The Desolation of Smaug,PG-13,12/12/2013,"['Fantasy,', 'Adventure,', 'Action']",English,"$250,000,000.00","$958,400,000.00",161.0
The Incredible Hulk,PG-13,06/12/2008,"['Science Fiction,', 'Action,', 'Adventure']",English,"$150,000,000.00","$163,712,074.00",114.0
Spirit Halloween: The Movie,PG-13,09/30/2022,"['Fantasy,', 'Family,', 'Horror,', 'Adventure']",English,-,"$93,434.00",87.0
Alita: Battle Angel,PG13,02/05/2019,"['Action,', 'Science Fiction,', 'Adventure']",English,"$170,000,000.00","$404,980,000.00",122.0
Belle,PG,11/18/2021,"['Animation,', 'Science Fiction,', 'Family']",Released,Language,"$63,501,160.00",122.0
The Mummy Returns,PG-13,05/24/2001,"['Adventure,', 'Action,', 'Fantasy']",English,"$98,000,000.00","$443,280,904.00",130.0
(500) Days of Summer,PG-13,10/08/2009,"['Comedy,', 'Drama,', 'Romance']",English,"$7,500,000.00","$60,781,545.00",95.0
Cosas de amigos,,04/28/2022,['Comedy'],Spanish;,Budget,-,
Gladiator,R,05/05/2000,"['Action,', 'Drama,', 'Adventure']",English,"$103,000,000.00","$465,361,176.00",155.0
Father There Is Only One 3,APTA,07/15/2022,"['Comedy,', 'Family']",hay,que,-,99.0
WarHunt,R,01/21/2022,"['Action,', 'Horror,', 'Thriller,', 'War,', 'Fantasy']",English,-,-,93.0
The Proposal,PG-13,06/01/2009,"['Comedy,', 'Romance,', 'Drama']",English,"$40,000,000.00","$317,375,031.00",108.0
Dragon Ball Z: Super Android 13!,PG,07/11/1992,"['Action,', 'Animation,', 'Science Fiction']",Status,Original,"$18,554,927.00",
Young Aunt,19+,05/31/2018,['Romance'],Released,Language,-,80.0
Sniper: Ghost Shooter,16,08/02/2016,"['Action,', 'Drama,', 'War']",English,"$3,000,000.00",-,100.0
I Want You,12,06/22/2012,"['Drama,', 'Romance']",de,Status,-,130.0
War Dogs,R,08/19/2016,"['Comedy,', 'Crime,', 'Drama']",English,"$40,000,000.00","$86,234,523.00",114.0
Amsterdam,M18,10/06/2022,"['Crime,', 'Comedy,', 'History,', 'Thriller,', 'Mystery']",English,"$80,000,000.00","$24,211,191.00",134.0
Rush Hour 2,PG-13,08/03/2001,"['Action,', 'Comedy,', 'Crime']",English,"$90,000,000.00","$347,325,802.00",90.0
How to Train Your Dragon: Homecoming,PG,12/03/2019,"['Animation,', 'Fantasy,', 'Adventure,', 'Action,', 'Family']",English,-,-,
The Croods,PG,03/28/2013,"['Animation,', 'Adventure,', 'Family,', 'Fantasy,', 'Comedy,', 'Action']",English,"$135,000,000.00","$587,204,668.00",98.0
Arrival,PG-13,01/12/2017,"['Drama,', 'Science Fiction,', 'Mystery']",English,"$47,000,000.00","$203,388,186.00",116.0
Friday,R,04/26/1995,['Comedy'],English,"$3,500,000.00","$28,215,918.00",91.0
Pinocchio,G,02/23/1940,"['Animation,', 'Family']",English,"$2,600,000.00","$84,300,000.00",88.0
Vendetta,R,05/17/2022,['Action'],English,-,-,96.0
Blonde,R21,09/28/2022,['Drama'],English,"$22,000,000.00",-,167.0
Rambo,R,01/25/2008,"['Action,', 'Thriller']",English,"$50,000,000.00","$113,244,290.00",92.0
Shutter,NC-16,11/18/2004,"['Horror,', 'Mystery,', 'Thriller']",Status,Original,-,97.0
The Equalizer 2,R,07/20/2018,"['Action,', 'Thriller,', 'Crime']",English,"$62,000,000.00","$190,400,157.00",121.0
Jack Reacher,PG-13,01/10/2013,"['Crime,', 'Drama,', 'Thriller,', 'Action']",English,"$60,000,000.00","$218,340,595.00",130.0
Ice Age: Collision Course,G,06/30/2016,"['Adventure,', 'Animation,', 'Family,', 'Comedy,', 'Science Fiction']",English,"$105,000,000.00","$408,579,038.00",95.0
Magnum Opus,PG,07/18/2022,"['Animation,', 'Family,', 'Science Fiction,', 'Comedy']",English,-,-,
Descendants: The Royal Wedding,G,08/13/2021,"['Animation,', 'TV Movie,', 'Comedy,', 'Family,', 'Drama']",English,-,-,
Jolt,M18,07/23/2021,"['Action,', 'Thriller']",English,-,"$238,524.00",91.0
Willy's Wonderland,NR,02/12/2021,"['Action,', 'Horror,', 'Comedy']",English,"$5,000,000.00","$431,020.00",88.0
Kingsman: The Golden Circle,R,09/21/2017,"['Action,', 'Adventure,', 'Comedy,', 'Science Fiction,', 'Crime']",English,"$104,000,000.00","$410,902,662.00",141.0
Matando el tiempo,18,11/30/2022,['Horror'],Spanish;,Budget,-,
Alice in Wonderland,PG,03/04/2010,"['Family,', 'Fantasy,', 'Adventure']",English,"$200,000,000.00","$1,025,467,110.00",108.0
Clash of the Titans,PG-13,04/02/2010,"['Adventure,', 'Fantasy,', 'Action']",English,"$125,000,000.00","$493,214,993.00",106.0
Exodus: Gods and Kings,15,12/05/2014,"['Adventure,', 'Drama,', 'Action']",English,"$140,000,000.00","$268,031,828.00",150.0
Star Wars: The Rise of Skywalker,PG-13,12/19/2019,"['Adventure,', 'Action,', 'Science Fiction']",English,"$250,000,000.00","$1,074,144,248.00",142.0
Wonder Woman,PG-13,05/31/2017,"['Action,', 'Adventure,', 'Fantasy']",English,"$149,000,000.00","$822,854,286.00",141.0
A Serbian Film,NC-17,05/13/2011,"['Crime,', 'Horror,', 'Thriller']",Status,Original,-,104.0
Borrego,R,01/14/2022,"['Crime,', 'Thriller']",English,-,-,102.0
Wish Dragon,PG,06/11/2021,"['Animation,', 'Family,', 'Comedy,', 'Fantasy']",English,-,"$25,860,000.00",99.0
"The Gangster, the Cop, the Devil",NC16,05/23/2019,"['Crime,', 'Action,', 'Adventure']",Released,Language,"$25,775,371.00",110.0
The Autopsy of Jane Doe,R,12/21/2016,"['Horror,', 'Mystery']",English,-,"$5,972,942.00",86.0
Goblin Slayer: Goblin's Crown,NC-17,02/01/2020,"['Animation,', 'Adventure,', 'Action,', 'Fantasy']",CROWN-,Released,-,85.0
Eternal Sunshine of the Spotless Mind,R,03/19/2004,"['Science Fiction,', 'Drama,', 'Romance']",English,"$20,000,000.00","$72,258,126.00",108.0
The Terminator,R,10/26/1984,"['Action,', 'Thriller,', 'Science Fiction']",English,"$6,400,000.00","$78,371,200.00",108.0
1976,,03/22/2023,['Drama'],Spanish;,Budget,-,95.0
Let's Be Cops,R,08/13/2014,['Comedy'],English,"$17,000,000.00","$136,621,271.00",104.0
Rurouni Kenshin: The Final,M18,06/18/2021,"['Action,', 'Adventure,', 'Drama']",The,Status,"$33,457,923.00",138.0
Obi-Wan Kenobi: A Jedi's Return,12,09/08/2022,['Documentary'],English,-,-,
Shooter,R,03/22/2007,"['Action,', 'Drama,', 'Mystery,', 'Thriller,', 'Crime']",English,"$61,000,000.00","$95,696,996.00",124.0
Young Mother 5,19+,04/03/2020,"['Drama,', 'Romance']",Status,Original,-,95.0
An Argentinian Crime,,08/25/2022,['Thriller'],argentino,Released,-,113.0
Ninja Assassin,18,12/10/2009,"['Action,', 'Thriller']",English,"$40,000,000.00","$61,601,280.00",99.0
The Flash,,06/16/2023,"['Action,', 'Drama,', 'Science Fiction']",Language,Budget,-,
Road to Ninja: Naruto the Movie,PG-13,07/28/2012,"['Animation,', 'Fantasy,', 'Action']",Japanese,-,"$17,900,000.00",109.0
National Lampoon's Vacation,R,07/28/1983,"['Comedy,', 'Adventure']",English,"$15,000,000.00","$61,399,552.00",99.0
Bambi,G,08/14/1942,"['Animation,', 'Drama,', 'Family']",English,"$858,000.00","$267,447,150.00",70.0
"Lagunas, la guarida del diablo",16,05/11/2022,['Horror'],Spanish;,Budget,-,
Rambo: Last Blood,M18,09/19/2019,"['Action,', 'Thriller,', 'Drama']",English,"$50,000,000.00","$91,490,353.00",89.0
The Exorcist,R,10/10/2006,['Horror'],English,"$15,000,000.00","$441,405,644.00",122.0
Godzilla: King of the Monsters,PG13,05/30/2019,"['Science Fiction,', 'Action']",English,"$170,000,000.00","$386,600,138.00",132.0
Miracles from Heaven,PG,03/18/2016,"['Family,', 'Drama']",English,"$16,000,000.00","$73,983,359.00",119.0
The Good Dinosaur,PG,11/26/2015,"['Adventure,', 'Animation,', 'Family']",English,"$175,000,000.00","$332,207,671.00",93.0
The Protector,R,11/03/2005,"['Action,', 'Crime,', 'Drama,', 'Thriller']",Released,Language,"$27,165,581.00",111.0
The Kings of the World,,10/13/2022,"['Drama,', 'Adventure']",del,Status,-,111.0
Colombiana,PG-13,10/13/2011,"['Action,', 'Thriller,', 'Crime,', 'Drama']",English,"$40,000,000.00","$60,965,854.00",108.0
Yu-Gi-Oh!: The Dark Side of Dimensions,PG,04/23/2016,"['Adventure,', 'Animation']",DARK,OF,"$1,015,339.00",130.0
The Little Guy,PG,08/10/2022,"['Animation,', 'Family,', 'Comedy,', 'Science Fiction']",English,-,-,
Pain & Gain,R,04/26/2013,"['Crime,', 'Comedy']",English,"$25,000,000.00","$87,305,549.00",130.0
9 Bullets,16+,04/22/2022,"['Action,', 'Thriller']",English,-,-,96.0
The Emperor's New Groove,G,12/15/2000,"['Adventure,', 'Animation,', 'Comedy,', 'Family,', 'Fantasy']",English,"$100,000,000.00","$169,327,687.00",78.0
Insurance Queen : Her Business Secrets,19+,08/03/2017,['Romance'],:,영업비밀,-,73.0
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,06/02/2016,"['Action,', 'Adventure,', 'Comedy,', 'Family,', 'Science Fiction']",English,"$135,000,000.00","$245,623,848.00",112.0
Fireheart,PG,03/10/2022,"['Animation,', 'Comedy,', 'Family']",English,-,-,92.0
Hereditary,M18,06/21/2018,"['Horror,', 'Mystery,', 'Thriller']",English,"$10,000,000.00","$80,239,658.00",128.0
Don't Leave,M18,11/11/2022,"['Romance,', 'Drama']",Released,Language,-,107.0
The Wizard of Oz,G,08/25/1939,"['Adventure,', 'Fantasy,', 'Family']",English,"$2,777,000.00","$33,754,967.00",102.0
Bring It On: Cheer Or Die,PG-13,09/27/2022,"['Thriller,', 'Horror,', 'Comedy,', 'TV Movie']",English,-,-,91.0
American Pie,R,09/09/1999,"['Comedy,', 'Romance']",English,"$11,000,000.00","$235,483,004.00",95.0
Fistful of Vengeance,M18,02/17/2022,"['Action,', 'Fantasy']",English,-,-,97.0
Naruto Shippuden the Movie: Bonds,PG-13,08/02/2008,"['Fantasy,', 'Animation,', 'Action']",-ナルト-,絆,"$10,600,000.00",90.0
Final Destination,R,05/18/2000,['Horror'],English,"$23,000,000.00","$112,880,294.00",98.0
Ready or Not,R,08/22/2019,"['Comedy,', 'Horror,', 'Thriller']",English,"$6,000,000.00","$57,615,777.00",95.0
Interceptor,M18,06/03/2022,"['Action,', 'Thriller,', 'Adventure']",English,-,-,98.0
Trading Places,R,06/03/2008,['Comedy'],English,"$15,000,000.00","$90,404,800.00",116.0
Sicario,NC16,09/17/2015,"['Action,', 'Crime,', 'Thriller']",English,"$30,000,000.00","$84,872,444.00",122.0
Young Mother 3,19+,09/03/2015,['Romance'],Status,Original,-,95.0
22 Jump Street,R,07/24/2014,"['Crime,', 'Comedy,', 'Action']",English,"$50,000,000.00","$331,333,876.00",112.0
Princess Principal Crown Handler: Chapter 2,16,09/23/2021,"['Animation,', 'Action,', 'Adventure,', 'Drama,', 'Mystery']",Handler,Status,-,
Rush Hour,PG-13,09/18/1998,"['Action,', 'Comedy,', 'Crime']",English,"$33,000,000.00","$244,721,064.00",98.0
Captain America: The First Avenger,PG-13,07/22/2011,"['Action,', 'Adventure,', 'Science Fiction']",English,"$140,000,000.00","$370,569,774.00",124.0
Along with the Gods: The Two Worlds,12,12/20/2017,"['Drama,', 'Fantasy,', 'Action']",Status,Original,"$125,983,972.00",139.0
Ralph Breaks the Internet,PG,11/22/2018,"['Family,', 'Animation,', 'Comedy,', 'Adventure']",English,"$175,000,000.00","$529,221,154.00",112.0
Host,NR,07/30/2020,"['Horror,', 'Thriller,', 'Mystery']",English,-,"$26,745.00",
"Argentina, 1985",NC16,10/21/2022,"['Drama,', 'Crime,', 'History']",Spanish;,Budget,"$871,621.00",141.0
War for the Planet of the Apes,PG,07/13/2017,"['Drama,', 'Science Fiction,', 'War']",English,"$150,000,000.00","$490,719,763.00",140.0
The Fly,R,08/15/1986,"['Horror,', 'Science Fiction']",English,"$15,000,000.00","$60,629,159.00",96.0
The Secret Life of Pets 2,PG,05/30/2019,"['Adventure,', 'Animation,', 'Comedy,', 'Family']",English,"$80,000,000.00","$155,152,550.00",86.0
Schindler's List,R,01/24/2019,"['Drama,', 'History,', 'War']",English,"$22,000,000.00","$321,365,567.00",195.0
Lost & Found,16+,09/30/2022,['Thriller'],Released,Language,-,100.0
Tenet,PG13,08/27/2020,"['Action,', 'Thriller,', 'Science Fiction']",English,"$205,000,000.00","$363,129,000.00",150.0
Season of the Witch,PG-13,01/07/2011,"['Adventure,', 'Fantasy,', 'Action']",English,"$40,000,000.00","$91,627,228.00",95.0
The Commando,R,01/07/2022,"['Action,', 'Crime,', 'Thriller']",English,-,-,93.0
Ticket to Paradise,PG13,10/06/2022,"['Romance,', 'Comedy']",English,"$20,000,000.00","$160,542,536.00",104.0
One Shot,15,01/29/2022,['Action'],English,-,"$29,439.00",97.0
Lucy,R,08/20/2014,"['Action,', 'Science Fiction']",English,"$40,000,000.00","$458,863,600.00",89.0
A Haunted House,R,01/31/2013,"['Comedy,', 'Horror']",English,"$2,500,000.00","$60,141,683.00",86.0
The Marksman,PG13,02/25/2021,"['Action,', 'Drama']",English,"$23,000,000.00","$23,076,711.00",108.0
Miraculous Ladybug & Cat Noir: The Movie,,07/05/2023,"['Animation,', 'Fantasy,', 'Action']",Film,Post,-,107.0
Miss Peregrine's Home for Peculiar Children,PG-13,09/30/2016,"['Fantasy,', 'Adventure,', 'Family,', 'Drama']",English,"$110,000,000.00","$296,482,446.00",127.0
The Sword in the Stone,G,12/25/1963,"['Animation,', 'Family']",English,"$3,000,000.00","$22,182,353.00",79.0
Well Suited For Christmas,G,11/06/2022,"['TV Movie,', 'Comedy,', 'Romance,', 'Drama']",English,-,-,84.0
Glass,PG13,01/17/2019,"['Thriller,', 'Drama,', 'Science Fiction']",English,"$20,000,000.00","$246,941,965.00",129.0
Superbad,R,08/17/2007,['Comedy'],English,"$20,000,000.00","$170,812,526.00",113.0
Catch Me If You Can,PG-13,01/30/2003,"['Drama,', 'Crime']",English,"$52,000,000.00","$352,114,312.00",141.0
The Good Nurse,NC16,10/26/2022,"['Drama,', 'Crime,', 'Mystery']",English,-,-,121.0
Five Feet Apart,PG-13,03/21/2019,"['Romance,', 'Drama']",English,"$7,000,000.00","$92,600,000.00",116.0
Mission: Impossible - Ghost Protocol,PG-13,12/15/2011,"['Action,', 'Thriller,', 'Adventure']",English,"$145,000,000.00","$694,713,380.00",133.0
