Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
Mirai,PG,08/30/2018,"['Animation,', 'Family,', 'Fantasy,', 'Adventure,', 'Drama']",Released,Language,"$27,526,961.00",98.0
Catwoman: Hunted,PG-13,02/08/2022,"['Animation,', 'Action,', 'Crime']",English,-,-,78.0
You Should Have Left,R,06/19/2020,"['Horror,', 'Thriller']",English,-,-,93.0
Cloudy Mountain,PG,10/21/2021,"['Action,', 'Adventure,', 'Drama']",Released,Language,"$58,340,541.00",114.0
Shot Caller,R,08/18/2017,"['Crime,', 'Drama,', 'Thriller']",English,-,-,121.0
Another Cinderella Story,PG,09/16/2008,"['Comedy,', 'Music']",English,"$5,000,000.00",-,90.0
Bad Teacher,R,06/19/2011,['Comedy'],English,"$20,000,000.00","$216,197,492.00",92.0
The Figo Affair: The Transfer That Changed Football,15,08/25/2022,['Documentary'],English,-,-,105.0
The King's Daughter,PG,01/21/2022,"['Fantasy,', 'Drama,', 'Romance,', 'History']",English,"$40,500,000.00","$2,182,492.00",94.0
Ghostbusters,PG,06/08/1984,"['Comedy,', 'Fantasy']",English,"$30,000,000.00","$296,187,079.00",107.0
Space Pirate Captain Harlock,PG-13,07/17/2014,"['Animation,', 'Science Fiction']",Released,Language,"$18,010,317.00",115.0
Monte Carlo,PG,07/01/2011,"['Adventure,', 'Comedy,', 'Romance']",English,"$20,000,000.00","$39,782,683.00",109.0
American Made,R,08/31/2017,"['Action,', 'Crime,', 'Comedy']",English,"$50,000,000.00","$133,511,855.00",115.0
Big Stan,R,06/06/2007,['Comedy'],English,-,-,105.0
The Mechanic,R,02/17/2011,"['Action,', 'Thriller,', 'Crime']",English,"$40,000,000.00","$51,070,807.00",93.0
Transformers: Revenge of the Fallen,PG-13,06/24/2009,"['Science Fiction,', 'Action,', 'Adventure']",English,"$200,000,000.00","$836,303,693.00",149.0
The Royal Treatment,PG13,01/20/2022,"['Romance,', 'Comedy']",English,-,-,96.0
Happy Gilmore,PG-13,02/16/1996,['Comedy'],English,"$12,000,000.00","$41,205,099.00",92.0
Lethal Weapon 2,R,07/07/1989,"['Action,', 'Adventure,', 'Comedy,', 'Crime,', 'Thriller']",English,"$25,000,000.00","$227,853,986.00",114.0
Grand Jeté,16,02/11/2022,['Drama'],German,-,-,105.0
X,NR,11/24/2011,"['Action,', 'Thriller,', 'Romance']",English,-,-,90.0
The Ultimate Gift,PG,03/09/2007,"['Romance,', 'Drama,', 'Family']",English,-,"$3,438,735.00",114.0
Mazinger Z: Infinity,G,01/13/2018,"['Action,', 'Science Fiction,', 'Animation']",／,Status,"$2,732,673.00",95.0
Family Practice,6,03/14/2019,['Drama'],Vaters,Released,-,89.0
Blue Streak,PG-13,09/17/1999,"['Action,', 'Comedy,', 'Crime']",English,"$65,000,000.00","$117,758,500.00",93.0
The Raven,R,04/26/2012,"['Crime,', 'Thriller,', 'Mystery']",English,"$26,000,000.00","$29,657,751.00",111.0
Teenage Little Sister,,06/13/2018,['Romance'],Status,Original,-,101.0
The Big Lebowski,R,08/27/1998,"['Comedy,', 'Crime']",English,"$15,000,000.00","$46,969,409.00",117.0
Outcast,16,02/27/2015,['Action'],English,"$25,000,000.00","$5,148,503.00",98.0
Friday the 13th Part 2,R,05/01/1981,"['Horror,', 'Thriller']",English,"$1,250,000.00","$21,722,776.00",87.0
The Wonderful Summer of Mickey Mouse,G,07/08/2022,"['Animation,', 'Comedy']",English,-,-,
Veronica,16,08/25/2017,['Horror'],Released,Language,-,105.0
Erotic Ghost Story V,,12/01/1997,"['Drama,', 'Fantasy']",Released,Language,-,
Safe,R,05/10/2012,"['Action,', 'Crime,', 'Thriller']",English,"$30,000,000.00","$40,346,186.00",94.0
The Christmas Chronicles: Part Two,PG,11/18/2020,"['Family,', 'Fantasy,', 'Adventure,', 'Comedy']",English,-,-,112.0
Dragons: Dawn Of The Dragon Racers,L,11/11/2014,"['Animation,', 'Family,', 'Adventure,', 'Comedy,', 'Fantasy']",English,-,-,
The Intern,PG-13,09/24/2015,['Comedy'],English,"$35,000,000.00","$194,564,672.00",121.0
Thunderball,PG,12/28/1965,"['Adventure,', 'Action,', 'Thriller']",English,"$5,500,000.00","$141,195,658.00",130.0
Vertigo,PG,10/11/2016,"['Mystery,', 'Romance,', 'Thriller']",English,"$2,479,000.00","$7,797,728.00",128.0
Masquerade,16,07/30/2021,['Thriller'],English,-,-,80.0
The Forbidden Kingdom,PG-13,04/18/2008,"['Action,', 'Adventure,', 'Fantasy']",English,"$55,000,000.00","$127,906,624.00",104.0
Girl Friday,R-18,09/30/2022,['Drama'],Tagalog,-,-,92.0
Evangelion: 2.0 You Can (Not) Advance,NC-16,11/12/2009,"['Animation,', 'Science Fiction,', 'Action,', 'Drama']",Released,Language,"$41,162,041.00",112.0
Measuring the World,12,10/24/2012,['Drama'],der,Status,-,127.0
Wyatt Earp,PG-13,06/24/1994,"['Western,', 'Drama,', 'Action,', 'Adventure']",English,"$63,000,000.00","$25,052,000.00",191.0
Stuart Little 2,G,07/19/2002,"['Family,', 'Adventure,', 'Animation,', 'Comedy']",English,"$120,000,000.00","$169,956,806.00",78.0
101 Dalmatians II: Patch's London Adventure,G,01/21/2003,"['Family,', 'Adventure,', 'Comedy,', 'Animation']",English,-,-,74.0
Wild Child,PG-13,11/17/2009,"['Comedy,', 'Drama,', 'Romance']",English,"$20,000,000.00","$21,972,336.00",98.0
The Perfumier,16,09/21/2022,"['Drama,', 'Crime,', 'Mystery,', 'Thriller']",Status,Original,-,96.0
Zola,R,01/24/2020,"['Comedy,', 'Crime']",English,"$5,000,000.00","$3,500,000.00",86.0
Freaky,R,11/13/2020,"['Comedy,', 'Fantasy,', 'Horror,', 'Thriller']",English,"$5,000,000.00","$15,104,310.00",102.0
Daughters of Eve,,02/07/1985,"['Horror,', 'Drama,', 'Crime']",Released,Language,-,125.0
Leroy & Stitch,G,06/27/2006,"['Animation,', 'Comedy,', 'Family']",English,-,-,73.0
Walking Tall,PG-13,04/02/2004,"['Adventure,', 'Drama,', 'Action,', 'Thriller']",English,"$56,000,000.00","$57,223,890.00",86.0
Black Emanuelle,R,11/27/1975,"['Drama,', 'Romance,', 'Adventure']",Status,Original,-,94.0
Stan Helsing,R,10/27/2009,['Comedy'],English,"$365,000.00","$1,400,000.00",90.0
Meeting in Secret,,07/02/2014,"['Drama,', 'Romance']",Status,Original,-,63.0
Son of God,PG-13,02/28/2014,['Drama'],English,"$22,000,000.00","$67,800,064.00",138.0
The Father,PG13,04/15/2021,['Drama'],English,"$6,000,000.00","$21,029,340.00",96.0
Friday the 13th Part VIII: Jason Takes Manhattan,R,07/28/1989,"['Horror,', 'Thriller']",English,"$5,000,000.00","$14,000,000.00",100.0
The Bourne Ultimatum,PG-13,08/03/2007,"['Action,', 'Drama,', 'Mystery,', 'Thriller']",English,"$70,000,000.00","$442,824,138.00",115.0
Daddy's Home,PG-13,12/25/2015,['Comedy'],English,"$50,000,000.00","$242,786,137.00",96.0
Stand by Me,R,08/08/1986,"['Crime,', 'Drama']",English,"$8,000,000.00","$52,287,414.00",89.0
Death Sentence,R,08/31/2007,"['Action,', 'Crime,', 'Drama,', 'Thriller']",English,"$20,000,000.00","$16,974,459.00",105.0
Night Hunter,R,11/11/2019,"['Drama,', 'Thriller']",English,-,"$1,012,932.00",95.0
The Silence,PG13,05/23/2019,"['Horror,', 'Drama,', 'Thriller,', 'Fantasy']",English,-,"$2,325,977.00",91.0
Home Alone 3,PG,12/12/1997,"['Comedy,', 'Family']",English,"$32,000,000.00","$79,082,515.00",102.0
The Raid 2,R,03/28/2014,"['Action,', 'Crime,', 'Thriller']",2:,Status,"$6,566,916.00",150.0
Hollow Man,R,08/04/2000,"['Action,', 'Science Fiction,', 'Thriller']",English,"$95,000,000.00","$190,213,455.00",112.0
Smallfoot,PG,09/28/2018,"['Family,', 'Animation,', 'Adventure,', 'Fantasy']",English,-,-,96.0
Remember the Titans,PG,03/22/2001,['Drama'],English,"$30,000,000.00","$136,706,683.00",113.0
The Bourne Supremacy,12,09/30/2004,"['Action,', 'Drama,', 'Thriller']",English,"$75,000,000.00","$288,500,217.00",108.0
Police Academy 2: Their First Assignment,PG-13,03/28/1985,"['Comedy,', 'Crime']",English,"$7,600,000.00","$55,600,000.00",87.0
Polar,R21,01/25/2019,"['Action,', 'Crime,', 'Drama']",English,-,-,118.0
Charlotte's Web,G,12/15/2006,"['Comedy,', 'Family,', 'Fantasy']",English,"$85,000,000.00","$144,000,000.00",97.0
Gothika,R,11/21/2003,"['Horror,', 'Thriller']",English,"$40,000,000.00","$141,591,324.00",98.0
Argu,,02/08/2023,['Drama'],Arabic,-,-,
"10,000 BC",PG-13,03/05/2008,"['Adventure,', 'Action,', 'Drama,', 'Fantasy']",English,"$105,000,000.00","$269,784,201.00",109.0
Tropic Thunder,15,09/19/2008,"['Action,', 'Comedy,', 'Adventure,', 'War']",English,"$92,000,000.00","$195,702,811.00",107.0
Breach,R,12/18/2020,"['Science Fiction,', 'Action,', 'Horror']",English,-,"$39,328.00",92.0
Patch Adams,PG-13,03/18/1999,"['Comedy,', 'Drama']",English,"$50,000,000.00","$202,292,902.00",115.0
The Transporter Refueled,NC16,09/10/2015,"['Action,', 'Thriller,', 'Crime']",English,"$25,000,000.00","$72,629,670.00",95.0
The Core,U,03/28/2003,"['Action,', 'Thriller,', 'Adventure,', 'Science Fiction']",English,"$60,000,000.00","$74,208,267.00",136.0
Sand Castle,16,04/21/2017,"['War,', 'Action,', 'Drama']",English,-,-,113.0
Sex Is Zero,18,12/13/2002,"['Comedy,', 'Drama']",Released,Language,-,96.0
The Three Stooges,PG,07/26/2012,['Comedy'],English,"$30,000,000.00","$54,819,301.00",92.0
Ghostbusters II,PG,06/16/1989,"['Comedy,', 'Fantasy']",English,"$37,000,000.00","$215,394,738.00",108.0
Let Us Make Eve,,02/07/2023,['Thriller'],English,-,-,
King Arthur,PG-13,07/15/2004,"['Adventure,', 'War,', 'History,', 'Action']",English,"$120,000,000.00","$203,567,857.00",126.0
Deadpool: No Good Deed,,03/03/2017,"['Action,', 'Comedy,', 'Crime']",English,-,-,
Stalker,12+,05/25/1979,"['Science Fiction,', 'Drama']",Released,Language,-,162.0
I Still Believe,PG,03/12/2020,"['Music,', 'Drama,', 'Romance']",English,-,-,115.0
Female Teacher: In Front of the Students,,04/09/1982,"['Drama,', 'Mystery']",Status,Original,-,69.0
Friday the 13th: The Final Chapter,R,04/13/1984,['Horror'],English,"$2,600,000.00","$32,980,880.00",91.0
Christmas Unfiltered,10,12/01/2022,"['Comedy,', 'Drama,', 'Family']",English,-,-,90.0
Friend's Young Mom,19+,10/23/2019,['Romance'],Status,Original,-,86.0
The Protector 2,R,10/23/2013,['Action'],Status,Original,"$3,302,463.00",104.0
Blood Type O Watermelon Maid,19+,01/08/2021,"['Drama,', 'Romance']",Released,Language,-,70.0
The Impossible,PG-13,02/28/2013,"['Adventure,', 'Drama,', 'Thriller']",English,"$45,000,000.00","$198,087,212.00",113.0
Mamma Mia! Here We Go Again,PG,07/20/2018,"['Comedy,', 'Romance']",English,"$75,000,000.00","$395,044,706.00",113.0
Triple Frontier,M18,03/13/2019,"['Action,', 'Thriller,', 'Crime,', 'Adventure']",English,-,-,125.0
Big Trouble in Little China,PG-13,05/30/1986,"['Action,', 'Adventure,', 'Comedy,', 'Fantasy']",English,"$25,000,000.00","$11,000,000.00",99.0
Ivy + Bean: Doomed to Dance,PG,09/02/2022,"['Family,', 'Comedy']",English,-,-,
Krampus,PG-13,11/26/2015,"['Horror,', 'Comedy,', 'Fantasy']",English,"$15,000,000.00","$61,788,393.00",98.0
The Game Plan,PG,09/28/2007,"['Comedy,', 'Family']",English,"$22,000,000.00","$147,880,543.00",110.0
The Doors,R,03/01/1991,"['Music,', 'Drama,', 'History']",English,"$38,000,000.00","$34,416,893.00",140.0
Pokémon: The Rise of Darkrai,G,07/14/2007,"['Family,', 'Adventure,', 'Animation,', 'Fantasy,', 'Action,', 'Science Fiction']",ディアルガVSパルキアVSダークライ,Released,"$42,538,454.00",90.0
Forever My Girl,PG,01/26/2018,"['Romance,', 'Drama,', 'Music']",English,"$3,500,000.00","$16,367,326.00",104.0
Hidden Desire,,11/15/1991,"['Romance,', 'Drama']",Released,Language,-,78.0
Six Swedish Girls at a Pump,18,09/19/1980,['Comedy'],von,Tankstelle,-,85.0
Fatherhood,PG13,06/18/2021,"['Drama,', 'Comedy']",English,-,-,109.0
Hang 'em High,PG-13,07/31/1968,['Western'],English,"$1,800,000.00","$6,800,000.00",114.0
Diamonds Are Forever,PG,12/29/1971,"['Adventure,', 'Action,', 'Thriller']",English,"$7,200,000.00","$116,019,547.00",
Ginny & Georgia - The Afterparty,R,02/26/2021,[''],English,-,-,
A Dog's Way Home,PG,01/11/2019,"['Drama,', 'Adventure,', 'Family']",English,"$18,000,000.00","$17,643,857.00",96.0
Stargate,PG-13,10/28/1994,"['Action,', 'Adventure,', 'Science Fiction']",English,"$55,000,000.00","$196,567,262.00",121.0
Rigodon,R-18,11/21/2012,"['Thriller,', 'Drama,', 'Mystery']",Tagalog,"$22,361.00","$31,307.00",85.0
Hello World,PG13,10/24/2019,"['Animation,', 'Romance,', 'Science Fiction']",Status,Original,-,98.0
Death Wish,R,03/02/2018,"['Action,', 'Crime,', 'Drama,', 'Thriller']",English,"$30,000,000.00","$34,017,028.00",107.0
Wolf Children,G,07/21/2012,"['Animation,', 'Drama,', 'Family,', 'Fantasy']",Released,Language,"$55,060,661.00",117.0
Tender Cousins,R,11/19/1980,"['Drama,', 'Romance']",Status,Original,-,92.0
Poison Ivy,R,05/08/1992,"['Thriller,', 'Drama']",English,"$3,000,000.00","$1,829,804.00",88.0
For Your Eyes Only,PG,06/23/1981,"['Adventure,', 'Action,', 'Thriller']",English,"$28,000,000.00","$195,312,802.00",128.0
Encounter,M18,12/10/2021,"['Science Fiction,', 'Mystery,', 'Thriller,', 'Drama']",English,-,-,108.0
Police Story 3: Super Cop,R,07/04/1992,"['Action,', 'Crime,', 'Thriller']",Status,Original,"$20,483,423.00",95.0
Commando,R,10/03/1985,"['Action,', 'Adventure,', 'Thriller']",English,"$10,000,000.00","$57,500,000.00",90.0
No Sudden Move,M18,07/02/2021,"['Crime,', 'Drama,', 'Mystery']",English,-,-,115.0
Kuroko's Basketball the Movie: Last Game,,03/18/2017,['Animation'],LAST,Status,-,90.0
The Key,VM18,10/19/1983,"['Drama,', 'Romance']",Status,Original,-,110.0
August Rush,PG,11/21/2007,"['Family,', 'Drama,', 'Music']",English,"$25,000,000.00","$66,122,026.00",114.0
Robin Hood: Prince of Thieves,PG-13,10/01/1997,"['Action,', 'Adventure,', 'Drama,', 'Romance']",English,"$48,000,000.00","$390,493,908.00",143.0
The Elephant Man,PG,09/29/2020,"['Drama,', 'History']",English,"$5,000,000.00","$26,010,864.00",124.0
Accident Man: Hitman's Holiday,R,10/14/2022,"['Action,', 'Comedy,', 'Crime']",English,-,-,96.0
Furry Friends Forever: Elmo Gets a Puppy,,08/05/2021,"['Animation,', 'Family']",English,-,-,
The Walking Dead,R,02/24/1995,"['Drama,', 'War']",English,-,-,88.0
I Still Know What You Did Last Summer,R,12/31/1998,"['Horror,', 'Mystery,', 'Thriller']",English,"$65,000,000.00","$40,002,112.00",100.0
Son,M18,11/25/2021,"['Horror,', 'Thriller']",English,-,-,98.0
Fearless,PG-13,01/26/2006,"['Drama,', 'Action']",Released,Language,"$68,072,848.00",103.0
Death Note Relight 1: Visions of a God,PG-13,08/31/2007,"['TV Movie,', 'Crime,', 'Drama,', 'Fantasy,', 'Thriller,', 'Animation']",デスノート,Released,-,130.0
12 Rounds,PG-13,03/27/2009,"['Action,', 'Thriller,', 'Crime']",English,"$22,000,000.00","$17,280,326.00",108.0
Ray,PG-13,10/29/2004,"['Drama,', 'Music']",English,"$40,000,000.00","$124,731,534.00",152.0
Hacker,R,12/02/2016,"['Crime,', 'Drama,', 'Thriller']",English,"$2,000,000.00","$11,239.00",95.0
Highlander,15,08/29/1986,"['Adventure,', 'Action,', 'Fantasy']",English,"$16,000,000.00","$12,885,193.00",116.0
Escape from Alcatraz,PG,04/25/2017,"['Drama,', 'Thriller']",English,"$8,000,000.00","$43,004,381.00",113.0
Mirrors,R,08/15/2008,"['Horror,', 'Mystery,', 'Thriller,', 'Drama,', 'Fantasy']",English,"$35,000,000.00","$72,436,439.00",111.0
Skiptrace,PG-13,07/22/2016,"['Action,', 'Comedy,', 'Thriller,', 'Mystery']",English,"$32,000,000.00","$58,500,000.00",107.0
The Boy,PG-13,01/28/2016,"['Horror,', 'Thriller,', 'Mystery']",English,"$10,000,000.00","$73,929,392.00",97.0
Mike and Dave Need Wedding Dates,R,07/28/2016,['Comedy'],English,"$33,000,000.00","$77,068,246.00",98.0
This Is the End,R,06/12/2013,"['Action,', 'Comedy']",English,"$32,000,000.00","$126,041,322.00",107.0
Avatar Spirits,,06/22/2010,['Documentary'],English,-,-,
The Italian Job,12A,10/07/2003,"['Action,', 'Crime']",English,"$60,000,000.00","$176,070,171.00",110.0
We Are Your Friends,R,09/24/2015,"['Drama,', 'Music,', 'Romance,', 'Comedy']",English,"$6,000,000.00","$11,122,090.00",96.0
The House with a Clock in Its Walls,PG,09/21/2018,"['Fantasy,', 'Family,', 'Comedy']",English,"$42,000,000.00","$131,457,147.00",105.0
Triple Threat,R,03/19/2019,"['Thriller,', 'Action']",English,"$10,000,000.00",-,96.0
How Funny Can Sex Be?,VM14,12/19/1973,['Comedy'],Released,Language,-,97.0
Bungo Stray Dogs: Dead Apple,R - 17+,03/03/2018,"['Animation,', 'Action,', 'Comedy,', 'Mystery,', 'Crime,', 'Fantasy']",APPLE,Released,-,90.0
Leprechaun 3,R,07/05/1995,"['Comedy,', 'Horror']",English,-,-,94.0
Inferno,PG-13,10/28/2016,"['Mystery,', 'Thriller,', 'Drama,', 'Action']",English,"$75,000,000.00","$220,021,259.00",121.0
Daredevil,PG-13,03/06/2003,"['Fantasy,', 'Action']",English,"$78,000,000.00","$179,179,718.00",103.0
Argantara,13+,12/29/2022,"['Action,', 'Drama,', 'Romance']",Indonesian,-,-,105.0
The League of Extraordinary Gentlemen,PG-13,08/14/2003,"['Fantasy,', 'Action,', 'Thriller,', 'Science Fiction']",English,"$78,000,000.00","$179,265,204.00",110.0
Mortdecai,R,01/23/2015,"['Comedy,', 'Adventure']",English,"$60,000,000.00","$47,318,560.00",107.0
The King of Fighters,NR,08/26/2010,"['Action,', 'Thriller,', 'Science Fiction']",English,"$12,000,000.00","$2,000,371.00",93.0
Uniform Virgin: The Prey,,08/09/1986,['Drama'],Status,Original,-,67.0
South Park: Post COVID: The Return of COVID,R,12/16/2021,"['Animation,', 'Comedy,', 'TV Movie']",English,-,-,62.0
Shaft,R,06/25/1971,"['Action,', 'Crime,', 'Thriller']",English,"$4,000,000.00","$12,121,618.00",100.0
The Karate Kid Part III,PG,06/29/1989,"['Action,', 'Family,', 'Drama,', 'Adventure']",English,"$12,500,000.00","$38,956,288.00",112.0
Oligosaccharide The Movie,19+,06/15/2017,['Drama'],무비,Released,-,103.0
The Darkest Minds,PG-13,08/03/2018,"['Action,', 'Adventure,', 'Drama']",English,"$34,000,000.00","$41,142,379.00",105.0
Paddington 2,PG,11/10/2017,"['Adventure,', 'Comedy,', 'Family']",English,"$40,000,000.00","$227,300,000.00",104.0
On the Beach,,08/24/1985,['Drama'],Released,Language,-,67.0
Scooby-Doo! and the Reluctant Werewolf,G,11/13/1988,"['Animation,', 'Comedy,', 'Family,', 'Mystery,', 'TV Movie']",English,-,-,91.0
Bar Fight,15,11/11/2022,['Comedy'],English,-,-,84.0
Love My Scent,15,02/08/2023,['Romance'],향기로,때,-,108.0
The Babadook,M,05/22/2014,"['Drama,', 'Horror']",English,"$2,000,000.00","$10,312,540.00",94.0
The Virtuoso,R,04/30/2021,"['Thriller,', 'Crime']",English,-,-,105.0
Overdrive,PG-13,10/06/2017,"['Thriller,', 'Action,', 'Mystery']",English,"$28,210,303.00","$7,793.00",93.0
Universal Soldier,R,07/10/1992,"['Thriller,', 'Action,', 'Science Fiction,', 'Crime']",English,"$23,000,000.00",-,102.0
Arthur and the Invisibles,U,12/13/2006,"['Adventure,', 'Fantasy,', 'Animation,', 'Family']",les,Status,"$107,944,236.00",94.0
The Naked Gun 2½: The Smell of Fear,PG-13,06/28/1991,"['Comedy,', 'Crime']",English,"$23,000,000.00","$86,930,411.00",85.0
Phineas and Ferb: The Movie: Across the 2nd Dimension,A,08/05/2011,"['Animation,', 'Comedy,', 'Family,', 'TV Movie,', 'Adventure,', 'Science Fiction']",English,-,-,78.0
Black Travel Across America,PG-13,02/07/2023,"['Documentary,', 'TV Movie']",English,-,-,
Tokyo Ghoul,NC-17,08/17/2017,"['Action,', 'Drama,', 'Thriller']",Status,Original,-,119.0
The Beverly Hillbillies,PG,10/15/1993,['Comedy'],English,-,-,93.0
Life,R,04/16/1999,"['Comedy,', 'Crime']",English,"$80,000,000.00","$73,521,587.00",108.0
Gremlins,PG,08/20/2002,"['Fantasy,', 'Horror,', 'Comedy']",English,"$11,000,000.00","$153,083,102.00",106.0
The Last Survivors,15,06/12/2014,"['Horror,', 'Thriller,', 'Action']",Status,Original,-,95.0
Piranha 3DD,R,06/01/2012,"['Horror,', 'Thriller,', 'Comedy']",English,"$5,000,000.00","$8,493,728.00",83.0
Elite Squad: The Enemy Within,16,10/08/2010,"['Drama,', 'Action,', 'Crime']",Elite,Status,"$63,027,681.00",115.0
Color Out of Space,NC16,02/20/2020,"['Mystery,', 'Science Fiction,', 'Horror,', 'Thriller,', 'Drama']",English,"$6,000,000.00","$1,023,510.00",111.0
Hellraiser,R,09/18/1987,"['Horror,', 'Mystery']",English,"$1,000,000.00","$14,575,193.00",93.0
Spaceballs,PG,06/24/1987,"['Comedy,', 'Science Fiction']",English,"$22,700,000.00","$38,119,483.00",96.0
The Naked Gun: From the Files of Police Squad!,PG-13,12/02/1988,"['Comedy,', 'Crime']",English,"$12,000,000.00","$78,756,177.00",86.0
My Daughter's Killer,16,07/12/2022,['Documentary'],ma,Status,-,83.0
Olaf's Frozen Adventure,G,11/22/2017,"['Animation,', 'Family,', 'Adventure,', 'Comedy,', 'Fantasy']",English,-,-,
Before I Go to Sleep,R,10/31/2014,"['Mystery,', 'Thriller']",English,"$22,000,000.00","$15,447,154.00",92.0
Surf's Up,PG,06/08/2007,"['Animation,', 'Comedy,', 'Family']",English,"$85,000,000.00","$149,044,513.00",85.0
American Me,R,03/13/1992,"['Crime,', 'Drama']",English,-,-,125.0
Containment,15,07/09/2015,"['Thriller,', 'Horror,', 'Science Fiction']",English,-,-,77.0
Your Christmas Or Mine?,NC16,12/02/2022,"['Romance,', 'Comedy']",English,-,-,94.0
Showroom,R-18,11/11/2022,"['Drama,', 'Thriller']",Tagalog,-,-,112.0
Bleach the Movie: Fade to Black,PG-13,12/13/2008,"['Action,', 'Animation,', 'Fantasy,', 'Drama']",Fade,Black,"$6,032,296.00",94.0
The Green Inferno,R,09/08/2013,"['Horror,', 'Thriller,', 'Adventure']",English,"$5,000,000.00","$12,666,449.00",100.0
Friday the 13th Part III,R,08/13/1982,['Horror'],English,"$4,000,000.00","$36,690,067.00",95.0
"Me, Myself & Irene",R,06/22/2000,['Comedy'],English,"$51,000,000.00","$149,270,999.00",116.0
The Wedding Hustler,,02/07/2023,"['Romance,', 'Comedy']",English,-,-,82.0
Tremors: A Cold Day in Hell,PG-13,05/01/2018,"['Action,', 'Adventure,', 'Science Fiction,', 'Fantasy,', 'Comedy,', 'Horror']",English,-,-,98.0
Ben 10: Destroy All Aliens,G,03/23/2012,"['Animation,', 'Science Fiction,', 'Family,', 'Action']",English,-,-,66.0
Gremlins 2: The New Batch,PG-13,06/15/1990,"['Comedy,', 'Horror,', 'Fantasy']",English,"$50,000,000.00","$41,482,207.00",106.0
The Wave,15,08/28/2015,['Thriller'],Released,Language,"$12,975,143.00",104.0
Life As We Know It,PG-13,10/02/2010,"['Comedy,', 'Romance,', 'Drama']",English,"$38,000,000.00","$105,734,416.00",114.0
Octopussy,PG,06/05/1983,"['Adventure,', 'Action,', 'Thriller']",English,"$27,500,000.00","$187,500,000.00",131.0
The Hunchback of Notre Dame II,G,03/19/2002,"['Animation,', 'Family,', 'Comedy']",English,-,-,68.0
Drunken Master,PG-13,10/05/1978,"['Action,', 'Comedy']",Released,Language,-,111.0
Spoiled Brats,NC16,11/26/2021,['Comedy'],Status,Original,-,100.0
The Assignment,R,09/11/2016,"['Action,', 'Crime,', 'Thriller']",English,"$5,000,000.00","$388,789.00",95.0
Case 39,R,08/13/2009,"['Horror,', 'Mystery,', 'Thriller']",English,"$27,000,000.00","$29,000,000.00",109.0
Jason Bourne,12A,07/27/2016,"['Action,', 'Thriller,', 'Mystery']",English,"$120,000,000.00","$415,484,914.00",123.0
The Reader,R21,01/22/2009,"['Drama,', 'Romance']",English,"$32,000,000.00","$108,902,486.00",124.0
Hot Girls Wanted,NC-17,05/29/2015,['Documentary'],English,-,-,84.0
Trouble,PG,08/15/2019,"['Animation,', 'Adventure,', 'Family,', 'Comedy,', 'Music']",English,-,"$12,127,842.00",88.0
King Kong,NR,03/15/1933,"['Adventure,', 'Fantasy,', 'Horror']",English,"$672,000.00","$10,000,000.00",104.0
Licence to Kill,PG-13,07/14/1989,"['Adventure,', 'Action,', 'Thriller']",English,"$32,000,000.00","$156,167,015.00",133.0
Get the Gringo,R,06/21/2012,"['Action,', 'Thriller,', 'Crime,', 'Drama']",English,"$35,000,000.00",-,96.0
Westworld,PG-13,08/15/1973,"['Adventure,', 'Science Fiction,', 'Western']",English,-,-,89.0
Coast Guard Malaysia: Ops Helang,NC16,02/02/2023,['Action'],Malay,-,-,90.0
Robbing Mussolini,M18,10/26/2022,"['Action,', 'Adventure,', 'Comedy,', 'Crime,', 'War']",Duce,Released,-,99.0
Empire State,R,09/03/2013,"['Action,', 'Drama']",English,"$11,000,000.00","$3,639,345.00",94.0
The Boxtrolls,PG,09/11/2014,"['Animation,', 'Comedy,', 'Family,', 'Fantasy']",English,"$60,000,000.00","$108,255,770.00",97.0
Baba Yaga: Terror of the Dark Forest,PG13,08/06/2020,['Horror'],тёмного,Status,-,96.0
The Outpost,R,07/03/2020,"['War,', 'Drama,', 'History,', 'Action']",English,"$18,000,000.00","$2,133,452.00",123.0
Family Reconstruction,19+,02/14/2017,"['Romance,', 'Drama']",Status,Original,-,75.0
The Interrogation,15,02/07/2023,['Horror'],English,$10.00,-,
The Warriors,R,02/09/1979,"['Action,', 'Thriller']",English,"$4,000,000.00","$22,490,039.00",94.0
Idiocracy,R,09/01/2006,"['Comedy,', 'Science Fiction,', 'Adventure']",English,"$30,000,000.00","$495,303.00",84.0
There's Someone Inside Your House,M18,10/06/2021,"['Thriller,', 'Horror,', 'Mystery']",English,-,-,96.0
Crimson Peak,M18,10/15/2015,"['Horror,', 'Romance']",English,"$55,000,000.00","$74,679,822.00",119.0
Lupin the Third: The Castle of Cagliostro,PG,12/15/1979,"['Family,', 'Animation,', 'Adventure,', 'Comedy,', 'Crime']",Status,Original,"$8,194,857.00",102.0
In Bruges,R,06/24/2008,"['Comedy,', 'Drama,', 'Crime']",English,"$15,000,000.00","$34,533,783.00",108.0
The Animatrix,PG-13,05/31/2003,"['Animation,', 'Science Fiction']",English,"$5,000,000.00",-,102.0
Who Am I,12,09/25/2014,['Thriller'],I,Kein,"$7,700,259.00",105.0
Snakes on a Plane,R,08/24/2006,"['Action,', 'Crime,', 'Thriller,', 'Horror']",English,"$33,000,000.00","$62,022,014.00",105.0
Deliver Us from Evil,R,07/02/2014,"['Thriller,', 'Crime,', 'Horror']",English,"$30,000,000.00","$87,937,815.00",118.0
